"REFERENCE","ADDRESS","CATEGORY","LISTED","COUNCIL","PARISH"
"41232","11-39 (ODD NOS) BARNTON STREET","C","16/01/1996","STIRLING","STIRLING"
"41087","29 ST JOHN STREET, ERSKINE MARYKIRK","B","04/11/1965","STIRLING","STIRLING"
"41484","56 SPITTAL STREET, GLENGARRY LODGE OR DARROW LODGING","A","04/11/1965","STIRLING","STIRLING"
"41131","STIRLING RAILWAY STATION INCLUDING PLATFORM BUILDINGS, FOOTBRIDGES, MIDDLE SIGNAL BOX, NORTH SIGNAL BOX AND SEMAPHORE SIGNALS","A","03/02/1978","STIRLING","STIRLING"
"45372","70 AND 72 BAKER STREET","B","26/03/1998","STIRLING","STIRLING"
"45373","74 BAKER STREET","B","26/03/1998","STIRLING","STIRLING"
"45368","52 AND 54 BAKER STREET","C","26/03/1998","STIRLING","STIRLING"
"44928","FALLIN, POLMAISE ESTATE, BRIDGE AT NS 8337 9218","B","22/12/1997","STIRLING","ST NINIAN'S"
"51148","BLAIRUSKIN SIGHTING PILLAR (FORMER GLASGOW CORPORATION WATER WORKS)","C","18/08/2008","STIRLING","ABERFOYLE"
"51144","BLAIRGAR BYEWASH (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","STRATHBLANE"
"50619","CROMLIX HOUSE INCLUDING GAME LARDER, ANCILLARY BUILDING, GATEPIERS AND GARDEN BOUNDARY WALLS","C","08/11/2006","STIRLING","DUNBLANE AND LECROPT"
"8248","KILLIN, MAIN STREET, KILLIN AND ARDEONAIG PARISH CHURCH (CHURCH OF SCOTLAND) INCLUDING BOUNDARY WALLS","B","05/10/1971","STIRLING","KILLIN"
"50320","CRIANLARICH, LOCHDOCHART, LOCHDOCHART HOUSE INCLUDING BOUNDARY WALLS","C","04/05/2006","STIRLING","KILLIN"
"8268","KILLIN, INVERTAY HOUSE, FORMER MANSE, INCLUDING BOUNDARY WALLS","C","05/10/1971","STIRLING","KILLIN"
"50341","GLEN BUCKIE, BRIDGE NEAR BALLIMORE FARM OVER CALAIR BURN ON ROAD TO IMMEROIN","C","04/05/2006","STIRLING","BALQUHIDDER"
"4195","STRATHYRE, IMMERVOULIN","C","06/09/1973","STIRLING","BALQUHIDDER"
"4196","EDINCHIP VIADUCT OVER KENDRUM BURN","B","06/09/1979","STIRLING","BALQUHIDDER"
"50457","BUCHANAN CASTLE ESTATE, BRIDGE OVER DOGHOUSE BURN, NS 45308/88798","C","04/05/2006","STIRLING","BUCHANAN"
"4040","INVERSNAID, THE GARRISON","C","05/09/1973","STIRLING","BUCHANAN"
"4092","BALMAHA, THE OLD MANSE AND STEADING","B","05/09/1973","STIRLING","BUCHANAN"
"50453","BLAIRVOCKIE FARM, SHEEP DIPPING SHED AND ENCLOSURE WALLS","B","04/05/2006","STIRLING","BUCHANAN"
"4083","BUCHANAN OLD HOUSE, INCLUDING GOLF CLUBHOUSE, FLATS, ESTATE OFFICE AND SUNDIAL","C","05/09/1973","STIRLING","BUCHANAN"
"4043","COLDRACH HOUSE AND STEADING","B","06/09/1979","STIRLING","BUCHANAN"
"50462","MILTON OF BUCHANAN, CREITYHALL","C","04/05/2006","STIRLING","BUCHANAN"
"50399","LOCH KATRINE, TROSSACHS PIER","C","04/05/2006","STIRLING","CALLANDER"
"4023","GLENGYLE, MACGREGOR OF GLENGYLE BURIAL ENCLOSURE","C","05/10/1971","STIRLING","CALLANDER"
"50362","ANCASTER SQUARE, WAR MEMORIAL TO SOUTH","C","04/05/2006","STIRLING","CALLANDER"
"22900","BRIDGEND, CALLANDER PRIMARY SCHOOL (FORMERLY MCLAREN HIGH SCHOOL)","C","05/10/1971","STIRLING","CALLANDER"
"50385","24 MAIN STREET, KINNELL HOUSE","C","04/05/2006","STIRLING","CALLANDER"
"50386","38 MAIN STREET (FORMERLY THE EAGLE HOTEL)","C","04/05/2006","STIRLING","CALLANDER"
"47152","SOUTH CHURCH STREET, SUNDIAL","C","24/05/2000","STIRLING","CALLANDER"
"22901","SOUTH CHURCH STREET, CALLANDER KIRK (FORMERLY ST. BRIDE'S CHURCH OF SCOTLAND)","B","05/10/1971","STIRLING","CALLANDER"
"50421","PORT OF MENTEITH, MILEPOST AT NN 58524 01516","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"50416","GARTMORE, THE SQUARE, BLACK BULL HOTEL","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"15062","MALLING, MILL","C","08/09/1982","STIRLING","PORT OF MENTEITH"
"50297","LOCH ARKLET AQUEDUCT INTAKE INCLUDING RAILINGS, GATES AND WALLS (FORMER GLASGOW CORPORATION WATER WORKS)","B","04/05/2006","STIRLING","ABERFOYLE"
"50293","TOM-AN-EAS AQUEDUCT BRIDGE OVER DUCHRAY WATER INCLUDING VENTILATION SHAFTS (FORMER GLASGOW CORPORATION WATER WORKS)","C","04/05/2006","STIRLING","ABERFOYLE"
"4215","ABERFOYLE, LOCHARD ROAD, PRIMARY SCHOOL INCLUDING SCHOOLHOUSE AND BOUNDARY WALLS","B","05/10/1971","STIRLING","ABERFOYLE"
"43026","MILTON OF ABERFOYLE, JEAN MCALPINE'S INN","B","25/03/1996","STIRLING","ABERFOYLE"
"4210","ABERFOYLE, QUEEN ELIZABETH FOREST VISITOR CENTRE, DAVID MARSHALL LODGE AND COTTAGE","B","05/10/1971","STIRLING","ABERFOYLE"
"4214","ABERFOYLE NEW PARISH CHURCH (CHURCH OF SCOTLAND) INCLUDING BELL, WAR MEMORIAL, BOUNDARY WALLS AND GATEPIERS","B","05/10/1971","STIRLING","ABERFOYLE"
"49860","BANNOCKBURN, ROTUNDA, MEMORIAL CAIRN, FLAGPOLE AND STATUE OF KING ROBERT I","A","08/06/2004","STIRLING","ST NINIAN'S"
"49002","TO EAST OF GARRAULD, MILEPOST AT NS 5324 9192","C","30/10/2002","STIRLING","DRYMEN"
"3938","GARTINSTARRY, INCLUDING BOUNDARY WALL TO SOUTH EAST AND GARTINSTARRY COTTAGE","B","05/09/1973","STIRLING","DRYMEN"
"6571","FINNICH MALISE STEADING AND STABLE BLOCK","B","05/11/1992","STIRLING","DRYMEN"
"48993","BALFUNNING HOUSE","B","30/10/2002","STIRLING","DRYMEN"
"48991","AUCHENTROIG","B","30/10/2002","STIRLING","DRYMEN"
"49015","TO SOUTH EAST OF GRAYSTONE, BRIDGE OVER ENDRICK WATER","C","30/10/2002","STIRLING","BALFRON"
"3925","SHERIFFMUIR INN","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3935","KEIR HOUSE","A","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3922","KEIR, OLD LECROPT CHURCHYARD","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8143","BLAIR DRUMMOND HOUSE EAST LODGE","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8132","CROWN HOTEL, MAIN STREET, THORNHILL","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"10434","THE WHITE HOUSE","B","05/10/1971","STIRLING","GARGUNNOCK"
"3977","KEIR, WALLED GARDEN","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8432","KINCARDINE SCHOOL","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8415","BLAIR DRUMMOND HOUSE - STABLES (PART NOW PIGGERIES)","B","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8244","LANRICK MACGREGOR MONUMENT","A","05/10/1971","STIRLING","KILMADOCK"
"8237","DEANSTON MILL - DEANSTON COTTAGES 46-56 TEITH ROAD","C","06/09/1979","STIRLING","KILMADOCK"
"8238","THE OLD SCHOOL DEANSTON MILL","C","06/09/1979","STIRLING","KILMADOCK"
"8254","HILLSIDE OF ROW","C","06/09/1979","STIRLING","KILMADOCK"
"8259","BRAENDAM HOUSE - LODGE","C","06/09/1979","STIRLING","KILMADOCK"
"8223","BRIDGE OVER ANNET BURN AT BRIDGE OF CAMPUS, ORIGINAL SECTION ONLY","B","28/10/1976","STIRLING","KILMADOCK"
"8219","DOUNE LODGE (NOW KNOWN AS DOUNE PARK)","B","05/10/1971","STIRLING","KILMADOCK"
"8186","BUCHLYVIE MAIN STREET, FERGUSLIE","C","22/06/1989","STIRLING","KIPPEN"
"10463","THE CROFT","B","28/10/1976","STIRLING","LOGIE"
"10459","DOVECOT AND STABLES, POWIS HOUSE","B","05/09/1973","STIRLING","LOGIE"
"10447","SUNDIAL, NEW LECKIE","B","05/10/1971","STIRLING","GARGUNNOCK"
"10451","PARISH CHURCH LOGIE","B","05/09/1973","STIRLING","LOGIE"
"10468","FINTRY BRIDGE","B","05/10/1971","STIRLING","FINTRY"
"10411","FENHAM","B","28/10/1976","STIRLING","LOGIE"
"10409","STRUAN","B","28/10/1976","STIRLING","LOGIE"
"8163","PARISH CHURCH","B","05/09/1973","STIRLING","KIPPEN"
"3912","DRYMEN, THE SQUARE, THE WINNOCK","B","05/09/1973","STIRLING","DRYMEN"
"3898","BUCHANAN FARMHOUSE AND ATTACHED STEADING (FLATS 1-5 BUCHANAN HOME FARM), INCLUDING PAIR OF PAVILION BLOCKS  TO NORTH","C","05/11/1973","STIRLING","DRYMEN"
"3899","BUCHANAN CASTLE, EAST LODGE AND ENTRANCE GATEWAY","B","05/10/2002","STIRLING","DRYMEN"
"15330","MUGDOCK CASTLE AND CHAPEL","A","05/09/1973","STIRLING","STRATHBLANE"
"15331","TOWER, NEAR SOUTER LODGE, MUGDOCK","C","06/09/1979","STIRLING","STRATHBLANE"
"13675","LANRICK BRIDGE","B","05/10/1971","STIRLING","KILMADOCK"
"15052","MILTON OF CARDROSS","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"13690","BLAIR DRUMMOND CORNER","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"15285","WILLIAM SIMPSON'S HOME AND WALLED GARDEN, PLEAN","B","05/09/1973","STIRLING","ST NINIAN'S"
"15287","""NEW ROAD"" BRIDGE, BANNOCKBURN","B","28/10/1976","STIRLING","ST NINIAN'S"
"15081","CARDROSS HOUSE - GRAVEYARD","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"15271","ALLAN CHURCH BANNOCKBURN","B","06/09/1979","STIRLING","ST NINIAN'S"
"15297","SETON LODGE","B","05/09/1973","STIRLING","ST NINIAN'S"
"19708","CARDROSS HOUSE","A","05/10/1971","STIRLING","PORT OF MENTEITH"
"22628","HENDERSON STREET 87","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22622","EAST LODGE (BLAIRLOWAN)","B","05/09/1973","STIRLING","BRIDGE OF ALLAN"
"22647","HENDERSON STREET 102, 104","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22606","CHALTON ROD 33 ROKEBY","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22611","CHALTON ROAD, 2 AND 2 MINE ROAD","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22609","CHALTON ROAD 43, 45","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22693","LOGIE HOUSE (FORMER OLD MANSE OF LOGIE)","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22615","CHALTON ROAD 18","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22660","KENILWORTH ROAD 1 AND 2 WELL ROAD","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22658","KEIR STREET 7","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22663","KENILWORTH ROAD 7","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22637","HENDERSON STREET 127","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22685","KENILWORTH ROAD 16","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22640","HENDERSON STREET CLOCK","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22641","HENDERSON STREET 34 WESTERTON ARMS","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22707","WELL ROAD 4, 6","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24698","55 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24684","11, 13, 15 (WOODLANDS) 17, 21 KING STREET","C","06/09/1979","STIRLING","DOUNE"
"24686","1 MAIN STREET WITH 8 THE CROSS","B","05/10/1971","STIRLING","DOUNE"
"24656","32, 34 BALKERACH STREET","C","06/09/1979","STIRLING","DOUNE"
"24660","STAFFORD HOUSE 21 BALKERACH STREET","C","06/09/1979","STIRLING","DOUNE"
"24671","MARKET CROSS THE CROSS","A","05/10/1971","STIRLING","DOUNE"
"24673","D M MACFARLANE AND P H KEMP, THE CROSS","C","06/09/1979","STIRLING","DOUNE"
"24715","R.C. CHURCH OF SS FINAN AND ALPHONSUS, MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"26407","BRAEPORT, BRAEPORT COMMUNITY CENTRE INCLUDING BOUNDARY WALL","C","28/10/1976","STIRLING","DUNBLANE"
"26376","KIRK STREET, SCOTTISH CHURCHES HOUSE, ENTRANCE HOUSE","B","02/04/1957","STIRLING","DUNBLANE"
"26391","108 AND 112  HIGH STREET","C","28/10/1976","STIRLING","DUNBLANE"
"48960","PERTH ROAD, CRAWFORD HOUSE INCLUDING COACH HOUSE","C","17/10/2002","STIRLING","DUNBLANE"
"26387","HIGH STREET, BALHALDIE HOUSE INCLUDING GATEPIERS AND BOUNDARY WALL","B","05/10/1971","STIRLING","DUNBLANE"
"41397","PARK TERRACE, 8, 9","B","03/02/1978","STIRLING","STIRLING"
"41502","UPPER CASTLEHILL MAR LODGE, (FRONTS UPPER CASTLEHILL) AT JUNCTION OF CASTLE WYND. CLASSIFIED AS BEING ON MAR PLACE THOUGH IT HAS NO FRONTAGE TO IT.","B","04/11/1965","STIRLING","STIRLING"
"41503","UPPER CRAIGS 78 CRAIGS HOUSE (MASONIC HALL)","B","04/11/1965","STIRLING","STIRLING"
"41125","BEHEADING STONE GOWANHILL","C","03/02/1978","STIRLING","STIRLING"
"41099","ALBERT HALL  24 DUMBARTON ROAD","B","03/02/1978","STIRLING","STIRLING"
"41097","ST NINIANS PARISH CHURCH HALL, KIRK WYND","C","04/11/1965","STIRLING","STIRLING"
"41389","PARK PLACE 35, THE SHIELING, GAZEBO","C","03/02/1978","STIRLING","STIRLING"
"48945","THE CROSS, MUNICIPAL BUILDINGS","C","17/10/2002","STIRLING","DUNBLANE"
"41242","BRENTHAM PARK HOUSE BRENTHAM CRESCENT","B","03/02/1978","STIRLING","STIRLING"
"41444","QUEEN STREET 14, 16, 18 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41373","NORTH STREET 22-30 CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41261","CLARENDON PLACE 13, 15","B","03/02/1978","STIRLING","STIRLING"
"41427","PORT STREET 80","B","03/02/1978","STIRLING","STIRLING"
"41260","CLARENDON PLACE 9, 11","B","03/02/1978","STIRLING","STIRLING"
"41320","IRVINE PLACE 4","B","03/02/1978","STIRLING","STIRLING"
"41192","ALLAN PARK 11, 11A (E. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41184","ALBERT PLACE 18 AND 1 VICTORIA PLACE","B","04/11/1965","STIRLING","STIRLING"
"41187","ALBERT PLACE 22, 23","B","04/11/1965","STIRLING","STIRLING"
"41142","STIRLING CASTLE KITCHEN RANGE AND GRAND BATTERY","A","04/11/1965","STIRLING","STIRLING"
"41257","CLARENDON PLACE 3","C","03/02/1978","STIRLING","STIRLING"
"41238","BIRKHILL ROAD 4","C","03/02/1978","STIRLING","STIRLING"
"41478","SOUTH STREET 18 CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41529","14 WINDSOR PLACE, THE INCLOSURE","C","04/11/1965","STIRLING","STIRLING"
"41481","SOUTHFIELD CRESCENT 2","B","03/02/1978","STIRLING","STIRLING"
"41291","FORTH PLACE 21, 23","B","03/02/1978","STIRLING","STIRLING"
"41327","KING STREET 17, 19","B","03/02/1978","STIRLING","STIRLING"
"41382","PARK AVENUE 10 AND 11","C","03/02/1978","STIRLING","STIRLING"
"41093","ST MARY'S RC CHURCH 15 UPPER BRIDGE STREET","B","03/02/1978","STIRLING","STIRLING"
"41203","ALLAN PARK 24 (SOUTH END)","B","04/11/1965","STIRLING","STIRLING"
"41516","VICTORIA SQUARE 1, 3","B","03/02/1978","STIRLING","STIRLING"
"41512","VICTORIA PLACE 24, 25","C","03/02/1978","STIRLING","STIRLING"
"41428","PRINCES STREET 5","C","03/02/1978","STIRLING","STIRLING"
"41429","PRINCES STREET 9, 11","C","03/02/1978","STIRLING","STIRLING"
"41521","VICTORIA SQUARE 17, 19","C","03/02/1978","STIRLING","STIRLING"
"41406","PARK TERRACE, 32","B","03/02/1978","STIRLING","STIRLING"
"41408","PARK TERRACE, 34 THE WHINS","B","03/02/1978","STIRLING","STIRLING"
"41347","LOWER BRIDGE STREET 43-47","C","03/02/1978","STIRLING","STIRLING"
"41338","KING STREET 22, 24 BANK OF SCOTLAND BUILDINGS","B","04/11/1965","STIRLING","STIRLING"
"41153","KERSE ROAD, FORMER KERSE CORN MILL","B","09/09/1982","STIRLING","STIRLING"
"41147","STIRLING CASTLE KINGS PARK WALL","B","04/11/1965","STIRLING","STIRLING"
"41198","ALLAN PARK 8, 10 (W. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41200","ALLAN PARK 16 (W. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41201","ALLAN PARK 20 (W. SIDE) ALLAN PARK HOTEL","B","04/11/1965","STIRLING","STIRLING"
"41202","ALLAN PARK 22 (WEST SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41360","MELVILLE TERRACE 17, 18","B","04/11/1965","STIRLING","STIRLING"
"15306","HOWIETOUN FISHERY","A","09/01/1981","STIRLING","ST NINIAN'S"
"41126","THE OLD TOWN CEMETERIES","A","19/11/2003","STIRLING","STIRLING"
"41218","18 BAKER STREET","C","03/02/1978","STIRLING","STIRLING"
"41233","2-24 (EVEN NOS) BARNTON STREET AND MAXWELL PLACE","C","16/01/1996","STIRLING","STIRLING"
"41234","36-42 (EVEN NOS) BARNTON STREET","C","16/01/1996","STIRLING","STIRLING"
"45389","32 SPITTAL STREET","C","26/03/1998","STIRLING","STIRLING"
"41250","24 BROAD STREET","B","04/11/1965","STIRLING","STIRLING"
"45369","56 AND 58 BAKER STREET","C","26/03/1998","STIRLING","STIRLING"
"45381","4 BOW STREET","C","26/03/1998","STIRLING","STIRLING"
"51327","STIRLING UNIVERSITY CAMPUS, PATHFOOT BUILDING","A","15/05/2009","STIRLING","LOGIE"
"51153","CORRIE AQUEDUCT BRIDGE (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","DRYMEN"
"51143","BALLEWAN BYEWASH 3 (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","STRATHBLANE"
"50903","DRINKING FOUNTAIN, QUEEN'S PARK ROAD","C","04/07/2007","STIRLING","STIRLING"
"50821","MUGDOCK COUNTRY PARK, CRAIGEND CASTLE","C","09/03/2007","STIRLING","STRATHBLANE"
"8279","KILLIN, KINNELL, YELLOW COTTAGE","C","06/09/1979","STIRLING","KILLIN"
"50325","INVERARNAN, GLENFALLOCH LODGE INCLUDING STABLE","C","04/05/2006","STIRLING","KILLIN"
"13678","AUCHLYNE, AUCHLYNE HOUSE WALLED GARDEN INCLUDING KENNELS","C","05/10/1971","STIRLING","KILLIN"
"50331","KILLIN, MAIN STREET, LYNEDOCH INCLUDING BOUNDARY WALLS","C","04/05/2006","STIRLING","KILLIN"
"8265","AUCHLYNE, CHAPEL (CAIBEAL NA FAIRGE)","C","06/09/1979","STIRLING","KILLIN"
"4136","GLEN OGLE, BRIDGE ON A85 OVER ALLT AN SPUT DHUIBH","C","06/09/1979","STIRLING","BALQUHIDDER"
"4191","AUCHTUBH, MACGREGOR MURRAY MAUSOLEUM WITH GATEPIERS, GATES AND BOUNDARY WALL","B","05/09/1973","STIRLING","BALQUHIDDER"
"43905","EDINCHIP FOOTBRIDGE OVER FORMER CALLANDER AND OBAN RAILWAY","B","24/01/1997","STIRLING","BALQUHIDDER"
"4141","GLEN OGLE VIADUCT","B","05/10/1971","STIRLING","BALQUHIDDER"
"44186","LOCHEARNHEAD, ST ANGUS EPISCOPAL CHURCH","B","06/05/1997","STIRLING","BALQUHIDDER"
"50451","BALMAHA, NOS 1, 2, AND 3 MONTROSE HOUSE (FORMERLY KNOWN AS MONTROSE HOME)","C","04/05/2006","STIRLING","BUCHANAN"
"50458","BUCHANAN CASTLE ESTATE, SUMMERHOUSE AND 3 BRIDGES ALONG CASCADE WALK,","C","04/05/2006","STIRLING","BUCHANAN"
"4091","SHALLOCH (FORMERLY KNOWN AS MANSE OF BUCHANAN) INCLUDING OUTBUILDING AND GATEPIERS","B","05/09/1973","STIRLING","BUCHANAN"
"4089","STUC-AN-T-SAGAIRT","C","06/09/1979","STIRLING","BUCHANAN"
"4060","LOCH VENACHAR DAM INCLUDING SLUICE HOUSE, WEIR AND FISH LADDER (FORMER GLASGOW CORPORATION WATER WORKS)","A","05/10/1971","STIRLING","CALLANDER"
"4024","GLENGYLE HOUSE INCLUDING BOUNDARY WALLS AND GATEPIERS","B","19/08/1986","STIRLING","CALLANDER"
"50330","KILLIN, MAIN STREET, DREADNOUGHT PLACE INCLUDING ANCILLARY STRUCTURE AND BOUNDARY WALLS","C","04/05/2006","STIRLING","KILLIN"
"8297","TYNDRUM, KIRKTON FARM, ST FILLAN'S GRAVEYARD","C","06/09/1979","STIRLING","KILLIN"
"22887","3 ANCASTER SQUARE","C","06/09/1979","STIRLING","CALLANDER"
"50361","ANCASTER ROAD, ACH NA COILE INCLUDING BOUNDARY WALL, RAILINGS AND GATEPIERS","C","04/05/2006","STIRLING","CALLANDER"
"50363","4A AND 8A ANCASTER SQUARE","C","04/05/2006","STIRLING","CALLANDER"
"50367","26 ANCASTER SQUARE","C","04/05/2006","STIRLING","CALLANDER"
"22904","182 MAIN STREET, ROMAN CAMP GATE HOUSE INCLUDING BOUNDARY WALL, RUSTIC ARCH AND GATE","C","06/09/1979","STIRLING","CALLANDER"
"22903","22 SOUTH CHURCH STREET, WATERSIDE COTTAGE AND SOUTH CHURCH STREET, AIRLIE COTTAGE INCLUDING BOUNDARY WALLS","C","05/10/1971","STIRLING","CALLANDER"
"22906","ROMAN CAMP HOTEL INCLUDING GARDEN FEATURES (FORMERLY ROMAN CAMP HOUSE)","B","05/10/1971","STIRLING","CALLANDER"
"22892","MANSFIELD INCLUDING DOVECOT, RAISED WALKWAY, GATEPIER TO ANCASTER SQUARE AND BOUNDARY WALLS","C","05/10/1971","STIRLING","CALLANDER"
"50374","LOCHEARNHEAD, LECKINE, MACLAREN CLAN BURIAL GROUND","C","04/05/2006","STIRLING","COMRIE"
"15075","AUCHYLE FARMHOUSE","C","05/10/1971","STIRLING","PORT OF MENTEITH"
"15049","PORT OF MENTEITH, CHURCHYARD, GRAHAM OF GARTMORE MAUSOLEUM","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15048","PORT OF MENTEITH, PARISH CHURCH (CHURCH OF SCOTLAND) INCLUDING CHURCHYARD, BOUNDARY WALLS, GATEPIERS AND GATES","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"4153","COULIGARTAN AQUEDUCT BRIDGE NO 3 (FORMER GLASGOW CORPORATION WATER WORKS)","A","06/09/1979","STIRLING","ABERFOYLE"
"4147","LOCHARD ROAD, CORRIENESSAN INCLUDING GATEPIERS AND WINGWALLS","B","05/10/1971","STIRLING","ABERFOYLE"
"50207","IRVINE PLACE, VIEWFIELD CHURCH INCLUDING BOUNDARY WALL","C","03/02/2006","STIRLING","STIRLING"
"6574","FINNICH MALISE, WALLED GARDEN","B","05/11/1992","STIRLING","DRYMEN"
"48998","BALLOCHNECK, STABLES TO SOUTH","C","30/10/2002","STIRLING","DRYMEN"
"3939","BALLOCHNECK BRIDGE (OVER CASHLEY BURN)","B","05/09/1973","STIRLING","DRYMEN"
"48996","BALFUNNING HOUSE, WEST LODGE AND ENTRANCE GATEWAY","C","30/10/2002","STIRLING","DRYMEN"
"3937","AUCHENTROIG, OLD AUCHENTROIG","A","05/09/1973","STIRLING","DRYMEN"
"49016","KEPCULLOCH ROAD, MILEPOST TO NORTH OF TOMBRAKE FARM AT NS 5469 9032","C","30/10/2002","STIRLING","BALFRON"
"4203","MAINS OF GLINN","B","05/09/1973","STIRLING","BALFRON"
"4168","BALFRON, THE CLACHAN, ORCHARDFIELD HOUSE, INCLUDING GATEPIERS AND BOUNDARY WALL TO NORTH AND WEST","B","05/09/1973","STIRLING","BALFRON"
"3901","PARK OF DRUMQUHASSLE, INCLUDING GATEPIERS TO WEST","C","06/09/1979","STIRLING","DRYMEN"
"48983","DRYMEN, STIRLING ROAD, FORMER UNITED SECESSION  CHAPEL (DRYMEN CHURCH HALL)","C","30/10/2002","STIRLING","DRYMEN"
"26414","STIRLING ROAD, STIRLING ARMS INCLUDING BOUNDARY WALL","B","28/10/1976","STIRLING","DUNBLANE"
"48964","STATION ROAD, DUNBLANE RAILWAY STATION INCLUDING ORIGINAL FOOTBRIDGE","C","17/10/2002","STIRLING","DUNBLANE"
"49636","DRYMEN, 4 THE SQUARE","C","02/02/2004","STIRLING","DRYMEN"
"48323","PITT TERRACE, VIEWFORTH (STIRLING COUNCIL OFFICES), INCLUDING ENTRANCE GATEWAYS AND BOUNDARY WALL TO WEST","B","08/01/2002","STIRLING","STIRLING"
"3927","STONEHILL, FARMHOUSE","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3933","RAILWAY VIADUCT AT OLD MILL OF KEIR, S. OF KIPPENROSS HOUSE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3987","MEMORIAL CHAPEL, DUNBLANE","A","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8134","BLAIRHOYLE MASONIC LODGE MAIN STREET THORNHILL","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"3918","KEIR HOUSE, KEIR HOME FARM","A","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3919","KEIR HOUSE, LODGE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"10442","BOQUHAN HOME FARM, FORMER STEADING","B","05/10/1971","STIRLING","GARGUNNOCK"
"3975","KEIR, TERRACING AND COLUMN TO EAST","C","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8431","PARISH CHURCH, KINCARDINE","A","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8413","BLAIR DRUMMOND CORNER, SAWMILL","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8419","BLAIR DRUMMOND HOUSE - FOUNTAINHEAD, APPROX. 300 YDS. S.W. OF STABLE BLOCK","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8417","BLAIR DRUMMOND HOUSE - ICE HOUSE APPROX. 100 YDS. N. OF HOUSE","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8242","LANRICK ""CAVE""","B","05/10/1971","STIRLING","KILMADOCK"
"10400","MONTANA","B","28/10/1976","STIRLING","LOGIE"
"10402","BLAIR HOUSE","C","28/10/1976","STIRLING","LOGIE"
"10405","NO 2 ROWANBANK","B","28/10/1976","STIRLING","LOGIE"
"8155","WRIGHTPARK","B","05/09/1973","STIRLING","KIPPEN"
"8224","DOUNE GARDEN HOUSE, N. OF WALLED GARDEN","B","05/10/1971","STIRLING","KILMADOCK"
"8145","OCHTERTYRE HOUSE, WALLED GARDEN","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"10461","BLAIRLOGIE CASTLE","A","05/09/1973","STIRLING","LOGIE"
